"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Rohr A.D.  Tube O.D.  D2";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"16 ";"8 ";"59,5 ";"20,0 ";"27 ";"19 ";"30 ";"GRV-S-16/08 ";"33,08 ";"S ";"2782 "
"630 ";"16 ";"10 ";"60,5 ";"20,0 ";"27 ";"22 ";"30 ";"GRV-S-16/10 ";"32,6 ";"S ";"2783 "
"630 ";"16 ";"12 ";"60,5 ";"20,0 ";"27 ";"24 ";"30 ";"GRV-S-16/12 ";"33,08 ";"S ";"2784 "
"630 ";"16 ";"14 ";"63,5 ";"21,5 ";"27 ";"27 ";"30 ";"GRV-S-16/14 ";"37,84 ";"S ";"2785 "
"420 ";"20 ";"6 ";"64,5 ";"23,5 ";"32 ";"17 ";"36 ";"GRV-S-20/06 ";"43,72 ";"S ";"2786 "
"420 ";"20 ";"8 ";"64,5 ";"21,0 ";"32 ";"19 ";"36 ";"GRV-S-20/08 ";"43,72 ";"S ";"2787 "
"420 ";"20 ";"10 ";"65,5 ";"22,0 ";"32 ";"22 ";"36 ";"GRV-S-20/10 ";"43,77 ";"S ";"2788 "
"420 ";"20 ";"12 ";"65,5 ";"22,0 ";"32 ";"24 ";"36 ";"GRV-S-20/12 ";"46,09 ";"S ";"2789 "
"420 ";"20 ";"14 ";"68,5 ";"23,0 ";"32 ";"27 ";"36 ";"GRV-S-20/14 ";"50,03 ";"S ";"2790 "
"420 ";"20 ";"16 ";"69,5 ";"23,0 ";"32 ";"30 ";"36 ";"GRV-S-20/16 ";"52,15 ";"S ";"2791 "
"420 ";"25 ";"6 ";"";"";"41 ";"17 ";"46 ";"GRV-S-25/06 ";"";"S ";"2792 "
"420 ";"25 ";"8 ";"71,5 ";"26,5 ";"41 ";"19 ";"46 ";"GRV-S-25/08 ";"81,71 ";"S ";"2793 "
"420 ";"25 ";"10 ";"72,5 ";"27,5 ";"41 ";"22 ";"46 ";"GRV-S-25/10 ";"81,71 ";"S ";"2794 "
"420 ";"25 ";"12 ";"72,5 ";"24,0 ";"41 ";"24 ";"46 ";"GRV-S-25/12 ";"81,71 ";"S ";"2795 "
"420 ";"25 ";"14 ";"74,5 ";"26,5 ";"41 ";"27 ";"46 ";"GRV-S-25/14 ";"81,81 ";"S ";"2796 "
"420 ";"25 ";"16 ";"74,5 ";"25,5 ";"41 ";"30 ";"46 ";"GRV-S-25/16 ";"81,81 ";"S ";"2797 "
"420 ";"25 ";"20 ";"79,0 ";"25,5 ";"41 ";"36 ";"46 ";"GRV-S-25/20 ";"86,92 ";"S ";"2798 "
"420 ";"30 ";"10 ";"74,5 ";"25,0 ";"46 ";"22 ";"50 ";"GRV-S-30/10 ";"114,02 ";"S ";"2799 "
"420 ";"30 ";"12 ";"74,5 ";"27,0 ";"46 ";"24 ";"50 ";"GRV-S-30/12 ";"114,02 ";"S ";"2800 "
"420 ";"30 ";"14 ";"";"";"46 ";"27 ";"50 ";"GRV-S-30/14 ";"114,02 ";"S ";"2801 "
"420 ";"30 ";"16 ";"78,5 ";"26,0 ";"46 ";"30 ";"50 ";"GRV-S-30/16 ";"114,53 ";"S ";"2802 "
"420 ";"30 ";"20 ";"81,5 ";"26,0 ";"46 ";"36 ";"50 ";"GRV-S-30/20 ";"115,04 ";"S ";"2803 "
"420 ";"30 ";"25 ";"86,0 ";"26,5 ";"46 ";"46 ";"50 ";"GRV-S-30/25 ";"120,16 ";"S ";"2804 "
"420 ";"38 ";"10 ";"75,5 ";"24,5 ";"55 ";"22 ";"60 ";"GRV-S-38/10 ";"146,74 ";"S ";"2805 "
"420 ";"38 ";"12 ";"";"";"55 ";"24 ";"60 ";"GRV-S-38/12 ";"146,74 ";"S ";"2806 "
"420 ";"38 ";"14 ";"";"";"55 ";"27 ";"60 ";"GRV-S-38/14 ";"146,74 ";"S ";"2807 "
"420 ";"38 ";"16 ";"85,0 ";"26,0 ";"55 ";"30 ";"60 ";"GRV-S-38/16 ";"147,77 ";"S ";"2808 "
"420 ";"38 ";"20 ";"88,0 ";"28,0 ";"55 ";"36 ";"60 ";"GRV-S-38/20 ";"148,28 ";"S ";"2809 "
"420 ";"38 ";"25 ";"94,0 ";"29,0 ";"55 ";"46 ";"60 ";"GRV-S-38/25 ";"150,83 ";"S ";"2810 "
"420 ";"38 ";"30 ";"95,5 ";"29,5 ";"55 ";"50 ";"60 ";"GRV-S-38/30 ";"150,83 ";"S ";"2811 "
