"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Rohr A.D.  Tube O.D.  D2";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"    SW1";"Ca. Maﬂe  Approx. Dimensions  SW3";"Ca. Maﬂe  Approx. Dimensions  SW4";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"400 ";"20 ";"12 ";"59,5 ";"43,0 ";"22 ";"36 ";"24 ";"KOR-S-20/12 ";"33,15 ";"S ";"7808 "
"400 ";"20 ";"14 ";"60,5 ";"42,5 ";"24 ";"36 ";"27 ";"KOR-S-20/14 ";"35,64 ";"S ";"7809 "
"400 ";"20 ";"16 ";"63,0 ";"44,5 ";"27 ";"36 ";"30 ";"KOR-S-20/16 ";"40,41 ";"S ";"7810 "
"400 ";"25 ";"6 ";"59,0 ";"44,0 ";"27 ";"46 ";"17 ";"KOR-S-25/06 ";"43,46 ";"S ";"7811 "
"400 ";"25 ";"8 ";"59,0 ";"44,0 ";"27 ";"46 ";"19 ";"KOR-S-25/08 ";"43,72 ";"S ";"7812 "
"400 ";"25 ";"10 ";"61,0 ";"44,5 ";"27 ";"46 ";"22 ";"KOR-S-25/10 ";"44,89 ";"S ";"7813 "
"400 ";"25 ";"12 ";"63,0 ";"46,5 ";"27 ";"46 ";"24 ";"KOR-S-25/12 ";"51,9 ";"S ";"7814 "
"400 ";"25 ";"14 ";"64,0 ";"46,0 ";"27 ";"46 ";"27 ";"KOR-S-25/14 ";"51,03 ";"S ";"7815 "
"400 ";"25 ";"16 ";"67,0 ";"48,5 ";"27 ";"46 ";"30 ";"KOR-S-25/16 ";"53,69 ";"S ";"7816 "
"400 ";"25 ";"20 ";"70,0 ";"48,5 ";"32 ";"46 ";"36 ";"KOR-S-25/20 ";"61,36 ";"S ";"7817 "
"400 ";"30 ";"6 ";"69,0 ";"54,0 ";"32 ";"50 ";"17 ";"KOR-S-30/06 ";"66,47 ";"S ";"7818 "
"400 ";"30 ";"8 ";"69,0 ";"54,0 ";"32 ";"50 ";"19 ";"KOR-S-30/08 ";"66,47 ";"S ";"7819 "
"400 ";"30 ";"10 ";"70,0 ";"53,5 ";"32 ";"50 ";"22 ";"KOR-S-30/10 ";"69,03 ";"S ";"7820 "
"400 ";"30 ";"12 ";"70,0 ";"53,5 ";"32 ";"50 ";"24 ";"KOR-S-30/12 ";"71,58 ";"S ";"7821 "
"400 ";"30 ";"14 ";"71,0 ";"55,0 ";"32 ";"50 ";"27 ";"KOR-S-30/14 ";"76,69 ";"S ";"7822 "
"400 ";"30 ";"16 ";"73,0 ";"54,5 ";"32 ";"50 ";"30 ";"KOR-S-30/16 ";"76,69 ";"S ";"7823 "
"400 ";"30 ";"20 ";"76,0 ";"54,5 ";"32 ";"50 ";"36 ";"KOR-S-30/20 ";"79,25 ";"S ";"7824 "
"400 ";"30 ";"25 ";"81,5 ";"57,5 ";"41 ";"50 ";"46 ";"KOR-S-30/25 ";"84,36 ";"S ";"7825 "
"250 ";"38 ";"6 ";"70,0 ";"55,0 ";"41 ";"60 ";"17 ";"KOR-S-38/06 ";"92,03 ";"S ";"7826 "
"250 ";"38 ";"8 ";"70,0 ";"55,0 ";"41 ";"60 ";"19 ";"KOR-S-38/08 ";"92,03 ";"S ";"7827 "
"250 ";"38 ";"10 ";"71,0 ";"54,5 ";"41 ";"60 ";"22 ";"KOR-S-38/10 ";"92,03 ";"S ";"7828 "
"250 ";"38 ";"12 ";"71,0 ";"54,5 ";"41 ";"60 ";"24 ";"KOR-S-38/12 ";"92,03 ";"S ";"7829 "
"250 ";"38 ";"14 ";"74,0 ";"56,0 ";"41 ";"60 ";"27 ";"KOR-S-38/14 ";"99,7 ";"S ";"7830 "
"250 ";"38 ";"16 ";"74,0 ";"55,5 ";"41 ";"60 ";"30 ";"KOR-S-38/16 ";"99,7 ";"S ";"7831 "
"250 ";"38 ";"20 ";"79,0 ";"57,5 ";"41 ";"60 ";"36 ";"KOR-S-38/20 ";"99,7 ";"S ";"7832 "
"250 ";"38 ";"25 ";"84,0 ";"60,0 ";"41 ";"60 ";"46 ";"KOR-S-38/25 ";"107,37 ";"S ";"7833 "
"250 ";"38 ";"30 ";"87,0 ";"60,5 ";"46 ";"60 ";"50 ";"KOR-S-38/30 ";"112,49 ";"S ";"7834 "
