"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"12 ";"G 1/2'' ";"13,0 ";"34,0 ";"14 ";"27 ";"GE-LR-12-G 1/2''-OMD ";"12,78 ";"L ";"3612 "
"315 ";"12 ";"G 3/4'' ";"14,0 ";"37,0 ";"16 ";"32 ";"GE-LR-12-G 3/4''-OMD ";"16,15 ";"L ";"3613 "
"315 ";"15 ";"G 1/4'' ";"13,0 ";"32,0 ";"12 ";"24 ";"GE-LR-15-G 1/4''-OMD ";"11,73 ";"L ";"3614 "
"315 ";"15 ";"G 3/8'' ";"13,5 ";"32,5 ";"12 ";"24 ";"GE-LR-15-G 3/8''-OMD ";"11,17 ";"L ";"3615 "
"315 ";"15 ";"G 1/2'' ";"14,0 ";"35,0 ";"14 ";"27 ";"GE-LR-15-G 1/2''-OMD ";"9,74 ";"L ";"3616 "
"315 ";"15 ";"G 3/4'' ";"15,0 ";"38,0 ";"16 ";"32 ";"GE-LR-15-G 3/4''-OMD ";"19,91 ";"L ";"3617 "
"315 ";"15 ";"G 1'' ";"16,0 ";"41,0 ";"18 ";"41 ";"GE-LR-15-G 1''-OMD ";"83,21 ";"L ";"3618 "
"315 ";"18 ";"G 3/8'' ";"12,5 ";"33,5 ";"12 ";"27 ";"GE-LR-18-G 3/8''-OMD ";"12,75 ";"L ";"3619 "
"315 ";"18 ";"G 1/2'' ";"14,5 ";"36,0 ";"14 ";"27 ";"GE-LR-18-G 1/2''-OMD ";"10,71 ";"L ";"3620 "
"315 ";"18 ";"G 3/4'' ";"14,5 ";"38,0 ";"16 ";"32 ";"GE-LR-18-G 3/4''-OMD ";"19,86 ";"L ";"3621 "
"315 ";"18 ";"G 1'' ";"16,5 ";"42,0 ";"18 ";"41 ";"GE-LR-18-G 1''-OMD ";"29,22 ";"L ";"3622 "
"160 ";"22 ";"G 3/8'' ";"16,0 ";"35,5 ";"12 ";"32 ";"GE-LR-22-G 3/8''-OMD ";"19,29 ";"L ";"3623 "
"160 ";"22 ";"G 1/2'' ";"16,5 ";"38,0 ";"14 ";"32 ";"GE-LR-22-G 1/2''-OMD ";"18,68 ";"L ";"3624 "
"160 ";"22 ";"G 3/4'' ";"16,5 ";"40,0 ";"16 ";"32 ";"GE-LR-22-G 3/4''-OMD ";"15,72 ";"L ";"3625 "
"160 ";"22 ";"G 1'' ";"17,5 ";"43,0 ";"18 ";"41 ";"GE-LR-22-G 1''-OMD ";"28,04 ";"L ";"3626 "
"160 ";"22 ";"G 1 1/4'' ";"18,5 ";"46,0 ";"20 ";"50 ";"GE-LR-22-G 1 1/4''-OMD ";"34,43 ";"L ";"3627 "
"160 ";"28 ";"G 1/2'' ";"17,5 ";"39,0 ";"14 ";"41 ";"GE-LR-28-G 1/2''-OMD ";"28,66 ";"L ";"3628 "
"160 ";"28 ";"G 3/4'' ";"17,5 ";"41,0 ";"16 ";"41 ";"GE-LR-28-G 3/4''-OMD ";"27,26 ";"L ";"3629 "
"160 ";"28 ";"G 1'' ";"17,5 ";"43,0 ";"18 ";"41 ";"GE-LR-28-G 1''-OMD ";"26,97 ";"L ";"3630 "
"160 ";"28 ";"G 1 1/4'' ";"18,5 ";"46,0 ";"20 ";"50 ";"GE-LR-28-G 1 1/4''-OMD ";"30,09 ";"L ";"3631 "
"160 ";"28 ";"G 1 1/2'' ";"20,5 ";"50,0 ";"22 ";"55 ";"GE-LR-28-G 1 1/2''-OMD ";"35,15 ";"L ";"3632 "
"160 ";"35 ";"G 3/4'' ";"18,5 ";"45,0 ";"16 ";"46 ";"GE-LR-35-G 3/4''-OMD ";"29,51 ";"L ";"3633 "
"160 ";"35 ";"G 1'' ";"17,5 ";"46,0 ";"18 ";"46 ";"GE-LR-35-G 1''-OMD ";"27,97 ";"L ";"3634 "
"160 ";"35 ";"G 1 1/4'' ";"17,5 ";"48,0 ";"20 ";"50 ";"GE-LR-35-G 1 1/4''-OMD ";"32,58 ";"L ";"3635 "
"160 ";"35 ";"G 1 1/2'' ";"19,5 ";"52,0 ";"22 ";"55 ";"GE-LR-35-G 1 1/2''-OMD ";"40,25 ";"L ";"3636 "
"160 ";"42 ";"G 1'' ";"19,0 ";"48,0 ";"18 ";"55 ";"GE-LR-42-G 1''-OMD ";"49,26 ";"L ";"3637 "
"160 ";"42 ";"G 1 1/4'' ";"19,0 ";"50,0 ";"20 ";"55 ";"GE-LR-42-G 1 1/4''-OMD ";"46,71 ";"L ";"3638 "
"160 ";"42 ";"G 1 1/2'' ";"19,0 ";"52,0 ";"22 ";"55 ";"GE-LR-42-G 1 1/2''-OMD ";"44,15 ";"L ";"3639 "
"160 ";"42 ";"G 2'' ";"";"";"";"70 ";"GE-LR-42-G 2''-OMD ";"";"L ";"3640 "
"100 ";"4 ";"G 1/8'' ";"9,5 ";"21,5 ";"8 ";"14 ";"GE-LLR-04-G 1/8''-OMD ";"9,24 ";"LL ";"3593 "
"100 ";"6 ";"G 1/8'' ";"8,0 ";"21,5 ";"8 ";"14 ";"GE-LLR-06-G 1/8''-OMD ";"9,46 ";"LL ";"3594 "
"100 ";"8 ";"G 1/8'' ";"9,0 ";"22,5 ";"8 ";"14 ";"GE-LLR-08-G 1/8''-OMD ";"9,5 ";"LL ";"3595 "
