"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"160 ";"22 ";"3/4'' NPT ";"33,5 ";"41,0 ";"20,0 ";"32 ";"GE-L-22-3/4''-NPT-OMD ";"25,63 ";"L ";"4470 "
"160 ";"22 ";"1'' NPT ";"39,5 ";"47,0 ";"25,0 ";"36 ";"GE-L-22-1''-NPT-OMD ";"33,51 ";"L ";"4471 "
"160 ";"22 ";"1 1/4'' NPT ";"46,5 ";"54,0 ";"25,5 ";"46 ";"GE-L-22-1 1/4''-NPT-OMD ";"50,53 ";"L ";"4472 "
"160 ";"28 ";"1/2'' NPT ";"35,0 ";"542,5 ";"20,0 ";"41 ";"GE-L-28-1/2''-NPT-OMD ";"40,37 ";"L ";"4473 "
"160 ";"28 ";"3/4'' NPT ";"34,5 ";"42,5 ";"20,0 ";"41 ";"GE-L-28-3/4''-NPT-OMD ";"39,35 ";"L ";"4474 "
"160 ";"28 ";"1'' NPT ";"39,5 ";"47,5 ";"25,0 ";"41 ";"GE-L-28-1''-NPT-OMD ";"37,3 ";"L ";"4475 "
"160 ";"28 ";"1 1/4'' NPT ";"41,5 ";"49,0 ";"25,5 ";"46 ";"GE-L-28-1 1/4''-NPT-OMD ";"46,51 ";"L ";"4476 "
"160 ";"35 ";"3/4'' NPT ";"35,5 ";"46,0 ";"20,0 ";"46 ";"GE-L-35-3/4''-NPT-OMD ";"52,26 ";"L ";"4477 "
"160 ";"35 ";"1'' NPT ";"39,5 ";"50,0 ";"25,0 ";"46 ";"GE-L-35-1''-NPT-OMD ";"50,47 ";"L ";"4478 "
"160 ";"35 ";"1 1/4'' NPT ";"40,5 ";"51,0 ";"25,5 ";"46 ";"GE-L-35-1 1/4''-NPT-OMD ";"47,4 ";"L ";"4479 "
"160 ";"35 ";"1 1/2'' NPT ";"42,5 ";"53,0 ";"26,0 ";"55 ";"GE-L-35-1 1/2''-NPT-OMD ";"63,25 ";"L ";"4480 "
"160 ";"42 ";"1'' NPT ";"40,5 ";"51,5 ";"25,0 ";"55 ";"GE-L-42-1''-NPT-OMD ";"57,96 ";"L ";"4481 "
"160 ";"42 ";"1 1/4'' NPT ";"42,0 ";"53,0 ";"25,5 ";"55 ";"GE-L-42-1 1/4''-NPT-OMD ";"56,42 ";"L ";"4482 "
"160 ";"42 ";"1 1/2'' NPT ";"42,0 ";"53,0 ";"26,0 ";"55 ";"GE-L-42-1 1/2''-NPT-OMD ";"56,93 ";"L ";"11868 "
"100 ";"4 ";"1/8'' NPT ";"18,5 ";"22,0 ";"10,0 ";"11 ";"GE-LL-04-1/8''-NPT-OMD ";"8,21 ";"LL ";"4439 "
"100 ";"6 ";"1/8'' NPT ";"16,5 ";"23,0 ";"10,0 ";"11 ";"GE-LL-06-1/8''-NPT-OMD ";"8,98 ";"LL ";"4440 "
"100 ";"8 ";"1/8'' NPT ";"18,5 ";"24,0 ";"10,0 ";"12 ";"GE-LL-08-1/8''-NPT-OMD ";"10 ";"LL ";"4441 "
"100 ";"8 ";"1/4'' NPT ";"23,5 ";"29,0 ";"15,0 ";"14 ";"GE-LL-08-1/4''-NPT-OMD ";"13 ";"LL ";"11867 "
