"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L1";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L3";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW2";"Ca. Maﬂe  Approx. Dimensions  SW3";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"315 ";"15 ";"1/2'' NPT ";"36 ";"21,0 ";"34,0 ";"20,0 ";"19 ";"27 ";"TE-L-15-1/2''-NPT-SC ";"60,7 ";"L ";"5631 "
"315 ";"18 ";"1/2'' NPT ";"40 ";"23,5 ";"36,0 ";"20,0 ";"24 ";"32 ";"TE-L-18-1/2''-NPT-SC ";"97,87 ";"L ";"5632 "
"160 ";"22 ";"3/4'' NPT ";"44 ";"27,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"TE-L-22-3/4''-NPT-SC ";"103,22 ";"L ";"5633 "
"160 ";"28 ";"1'' NPT ";"47 ";"30,5 ";"48,0 ";"25,0 ";"36 ";"41 ";"TE-L-28-1''-NPT-SC ";"167,62 ";"L ";"5634 "
"160 ";"35 ";"1 1/4'' NPT ";"56 ";"34,5 ";"54,0 ";"25,5 ";"41 ";"50 ";"TE-L-35-1 1/4''-NPT-SC ";"316,78 ";"L ";"5635 "
"160 ";"42 ";"1 1/2'' NPT ";"63 ";"40,0 ";"61,0 ";"26,0 ";"50 ";"60 ";"TE-L-42-1 1/2''-NPT-SC ";"325,65 ";"L ";"5636 "
"630 ";"6 ";"1/4'' NPT ";"31 ";"16,0 ";"26,0 ";"15,0 ";"12 ";"17 ";"TE-S-06-1/4''-NPT-SC ";"33,76 ";"S ";"5637 "
"630 ";"8 ";"1/4'' NPT ";"32 ";"17,0 ";"27,0 ";"15,0 ";"14 ";"19 ";"TE-S-08-1/4''-NPT-SC ";"34,47 ";"S ";"5638 "
"630 ";"10 ";"1/4'' NPT ";"34 ";"17,5 ";"28,0 ";"15,0 ";"17 ";"22 ";"TE-S-10-1/4''-NPT-SC ";"";"S ";"5639 "
"630 ";"10 ";"3/8'' NPT ";"34 ";"17,5 ";"28,0 ";"15,3 ";"17 ";"22 ";"TE-S-10-3/8''-NPT-SC ";"42,1 ";"S ";"5640 "
"630 ";"10 ";"1/2'' NPT ";"";"";"";"20,0 ";"17 ";"22 ";"TE-S-10-1/2''-NPT-SC ";"";"S ";"5641 "
"630 ";"12 ";"1/4'' NPT ";"38 ";"21,5 ";"29,0 ";"15,0 ";"17 ";"24 ";"TE-S-12-1/4''-NPT-SC ";"";"S ";"5642 "
"630 ";"12 ";"3/8'' NPT ";"38 ";"21,5 ";"28,0 ";"15,3 ";"17 ";"24 ";"TE-S-12-3/8''-NPT-SC ";"49,61 ";"S ";"5643 "
"630 ";"12 ";"1/2'' NPT ";"39 ";"21,5 ";"34,0 ";"20,0 ";"19 ";"24 ";"TE-S-12-1/2''-NPT-SC ";"66,48 ";"S ";"5644 "
"630 ";"14 ";"1/2'' NPT ";"40 ";"22,0 ";"34,0 ";"20,0 ";"19 ";"27 ";"TE-S-14-1/2''-NPT-SC ";"61,92 ";"S ";"5645 "
"400 ";"16 ";"1/2'' NPT ";"43 ";"24,5 ";"36,0 ";"20,0 ";"24 ";"30 ";"TE-S-16-1/2''-NPT-SC ";"95,15 ";"S ";"5646 "
"400 ";"20 ";"3/4'' NPT ";"48 ";"26,5 ";"42,0 ";"20,0 ";"27 ";"36 ";"TE-S-20-3/4''-NPT-SC ";"116,25 ";"S ";"5647 "
"400 ";"25 ";"1'' NPT ";"54 ";"30,0 ";"48,0 ";"25,0 ";"36 ";"46 ";"TE-S-25-1''-NPT-SC ";"179,84 ";"S ";"5648 "
"400 ";"30 ";"1 1/4'' NPT ";"62 ";"35,5 ";"54,0 ";"25,5 ";"41 ";"50 ";"TE-S-30-1 1/4''-NPT-SC ";"240,96 ";"S ";"5649 "
"315 ";"38 ";"1 1/2'' NPT ";"72 ";"41,0 ";"61,0 ";"26,0 ";"50 ";"60 ";"TE-S-38-1 1/2''-NPT-SC ";"443,33 ";"S ";"5650 "
