"Druck  Pressure  PN";"Rohr A.D.  Tube O.D.  D1";"Gewinde  Thread  G";"Ca. Maﬂe  Approx. Dimensions  L2";"Ca. Maﬂe  Approx. Dimensions  L9";"Ca. Maﬂe  Approx. Dimensions  i";"Ca. Maﬂe  Approx. Dimensions  SW1";"Art.-Nr.";"Brutto preis";"Serie";"ID"
"630 ";"12 ";"G 1/4'' ";"16,5 ";"36,0 ";"12 ";"22 ";"GE-SR-12-G 1/4''-OMD ";"8,69 ";"S ";"3884 "
"630 ";"12 ";"G 3/8'' ";"17,0 ";"36,5 ";"12 ";"22 ";"GE-SR-12-G 3/8''-OMD ";"7,41 ";"S ";"3885 "
"630 ";"12 ";"G 1/2'' ";"17,5 ";"39,0 ";"14 ";"27 ";"GE-SR-12-G 1/2''-OMD ";"13,14 ";"S ";"3886 "
"630 ";"12 ";"G 3/4'' ";"17,5 ";"41,0 ";"16 ";"32 ";"GE-SR-12-G 3/4''-OMD ";"21,88 ";"S ";"3887 "
"630 ";"14 ";"G 1/4'' ";"17,0 ";"37,0 ";"12 ";"24 ";"GE-SR-14-G 1/4''-OMD ";"21,7 ";"S ";"3888 "
"630 ";"14 ";"G 3/8'' ";"17,0 ";"37,0 ";"12 ";"24 ";"GE-SR-14-G 3/8''-OMD ";"9,63 ";"S ";"3889 "
"630 ";"14 ";"G 1/2'' ";"19,0 ";"41,0 ";"14 ";"27 ";"GE-SR-14-G 1/2''-OMD ";"11,17 ";"S ";"3890 "
"400 ";"14 ";"G 3/4'' ";"19,0 ";"43,0 ";"16 ";"32 ";"GE-SR-14-G 3/4''-OMD ";"21,5 ";"S ";"3891 "
"400 ";"16 ";"G 1/4'' ";"17,5 ";"38,0 ";"12 ";"27 ";"GE-SR-16-G 1/4''-OMD ";"14,03 ";"S ";"3892 "
"400 ";"16 ";"G 3/8'' ";"18,0 ";"38,5 ";"12 ";"27 ";"GE-SR-16-G 3/8''-OMD ";"12,86 ";"S ";"3893 "
"400 ";"16 ";"G 1/2'' ";"18,5 ";"41,0 ";"14 ";"27 ";"GE-SR-16-G 1/2''-OMD ";"12,75 ";"S ";"3894 "
"400 ";"16 ";"G 3/4'' ";"20,5 ";"45,0 ";"16 ";"32 ";"GE-SR-16-G 3/4''-OMD ";"18,81 ";"S ";"3895 "
"400 ";"16 ";"G 1'' ";"22,5 ";"49,0 ";"18 ";"41 ";"GE-SR-16-G 1''-OMD ";"31,93 ";"S ";"3896 "
"400 ";"20 ";"G 3/8'' ";"18,0 ";"40,5 ";"12 ";"32 ";"GE-SR-20-G 3/8''-OMD ";"23,11 ";"S ";"3897 "
"400 ";"20 ";"G 1/2'' ";"20,5 ";"45,0 ";"14 ";"32 ";"GE-SR-20-G 1/2''-OMD ";"20,81 ";"S ";"3898 "
"400 ";"20 ";"G 3/4'' ";"20,5 ";"47,0 ";"16 ";"32 ";"GE-SR-20-G 3/4''-OMD ";"17,95 ";"S ";"3899 "
"400 ";"20 ";"G 1'' ";"22,5 ";"51,0 ";"18 ";"41 ";"GE-SR-20-G 1''-OMD ";"30,07 ";"S ";"3900 "
"400 ";"20 ";"G 1 1/4'' ";"22,5 ";"53,0 ";"20 ";"50 ";"GE-SR-20-G 1 1/4''-OMD ";"34,92 ";"S ";"3901 "
"400 ";"25 ";"G 1/2'' ";"23,0 ";"49,0 ";"14 ";"41 ";"GE-SR-25-G 1/2''-OMD ";"34,56 ";"S ";"3902 "
"400 ";"25 ";"G 3/4'' ";"23,0 ";"51 ";"16 ";"41 ";"GE-SR-25-G 3/4''-OMD ";"31,49 ";"S ";"3903 "
"400 ";"25 ";"G 1'' ";"23,0 ";"53,0 ";"18 ";"41 ";"GE-SR-25-G 1''-OMD ";"30,62 ";"S ";"3904 "
"250 ";"25 ";"G 1 1/4'' ";"23,0 ";"55,0 ";"20 ";"50 ";"GE-SR-25-G 1 1/4''-OMD ";"39,67 ";"S ";"3905 "
"250 ";"30 ";"G 3/4'' ";"25,5 ";"55,0 ";"16 ";"46 ";"GE-SR-30-G 3/4''-OMD ";"41,75 ";"S ";"3906 "
"250 ";"30 ";"G 1'' ";"23,5 ";"55,0 ";"18 ";"46 ";"GE-SR-30-G 1''-OMD ";"35,36 ";"S ";"3907 "
"250 ";"30 ";"G 1 1/4'' ";"23,5 ";"57,0 ";"20 ";"50 ";"GE-SR-30-G 1 1/4''-OMD ";"35,36 ";"S ";"3908 "
"250 ";"30 ";"G 1 1/2'' ";"23,5 ";"59,0 ";"22 ";"55 ";"GE-SR-30-G 1 1/2''-OMD ";"50,7 ";"S ";"3909 "
"250 ";"38 ";"G 1'' ";"26,0 ";"60,0 ";"18 ";"55 ";"GE-SR-38-G 1''-OMD ";"50,46 ";"S ";"3910 "
"250 ";"38 ";"G 1 1/4'' ";"23,0 ";"62,0 ";"20 ";"55 ";"GE-SR-38-G 1 1/4''-OMD ";"44,88 ";"S ";"3911 "
"250 ";"38 ";"G 1 1/2'' ";"26,0 ";"64,0 ";"22 ";"55 ";"GE-SR-38-G 1 1/2''-OMD ";"42,33 ";"S ";"3912 "
"250 ";"38 ";"G 2'' ";"26,5 ";"65,5 ";"23 ";"70 ";"GE-SR-38-G 2''-OMD ";"306,19 ";"S ";"3913 "
